City,YearMonth,avg_temp,avg_humidity,avg_wind,monthly_rainfall
Darwin,2012-07,24.7,41.5,18.4,0.0
Darwin,2012-08,24.6,50.0,18.0,0.0
Darwin,2012-09,27.8,55.2,16.7,21.2
Darwin,2012-10,29.1,57.5,16.7,16.8
Darwin,2012-11,29.6,63.3,15.8,77.4
Darwin,2013-01,29.3,73.8,20.6,219.8
Darwin,2013-03,28.6,76.2,18.0,381.0
Darwin,2013-04,29.1,56.7,17.7,101.6
Darwin,2013-05,28.2,57.7,20.1,31.6
Darwin,2013-06,26.7,46.4,21.6,0.6
Darwin,2013-07,25.8,42.9,21.0,0.0
Darwin,2013-08,25.7,51.0,17.4,2.6
Darwin,2013-09,28.3,50.5,19.4,0.2
Darwin,2013-10,29.4,60.5,18.1,98.6
Darwin,2013-11,28.7,67.9,16.5,314.2
Darwin,2013-12,28.8,72.6,14.1,210.8
Darwin,2014-01,28.3,76.8,20.3,608.6
Darwin,2014-02,28.2,75.4,23.2,369.0
Darwin,2014-03,28.8,67.3,15.6,92.4
Darwin,2014-04,28.9,69.6,15.5,177.2
Darwin,2014-05,28.0,57.7,18.6,8.6
Darwin,2014-06,25.6,42.4,21.0,0.0
Darwin,2014-07,25.0,49.2,18.8,0.0
Darwin,2014-08,24.9,33.4,19.7,0.0
Darwin,2014-09,27.1,54.7,17.3,0.0
Darwin,2014-10,28.9,52.8,17.5,14.8
Darwin,2014-11,29.7,58.4,16.6,165.8
Darwin,2014-12,30.3,66.8,17.7,111.0
Darwin,2015-01,28.1,78.6,20.1,484.6
Darwin,2015-02,28.7,74.5,17.2,353.2
Darwin,2015-03,29.1,72.5,17.5,230.8
Darwin,2015-04,28.7,57.1,17.9,21.2
Darwin,2015-05,26.8,46.5,18.4,13.8
Darwin,2015-06,26.5,44.3,19.3,0.4
Darwin,2015-07,25.1,42.9,19.4,0.0
Darwin,2015-08,25.7,51.3,19.8,0.2
Darwin,2015-09,27.7,50.7,17.7,3.4
Darwin,2015-10,28.9,52.9,20.0,42.6
Darwin,2015-11,30.3,59.2,17.8,84.2
Darwin,2015-12,28.8,73.1,18.1,509.4
Darwin,2016-01,29.5,70.7,16.9,169.8
Darwin,2016-02,29.5,71.8,17.8,150.4
Darwin,2016-03,30.0,72.0,15.5,115.8
Darwin,2016-04,29.8,59.8,14.0,46.4
Darwin,2016-05,29.1,61.0,17.7,62.4
Darwin,2016-06,28.1,52.8,18.7,0.0
Darwin,2016-07,25.6,47.1,19.5,0.0
Darwin,2016-08,26.4,47.0,19.4,0.0
Darwin,2016-09,28.9,61.5,16.8,64.4
Darwin,2016-10,29.2,59.5,17.3,130.8
Darwin,2016-11,29.6,66.2,13.4,208.2
Darwin,2016-12,28.9,73.3,14.0,406.8
Darwin,2017-01,28.7,75.1,17.0,470.6
Darwin,2017-02,28.3,75.2,16.6,624.8
Darwin,2017-03,28.5,77.6,12.1,458.4
Darwin,2017-04,28.1,64.2,14.1,184.8
Darwin,2017-05,27.8,49.3,15.7,0.4
Darwin,2017-06,25.7,40.1,16.8,0.0
Hobart,2008-07,7.8,69.0,15.2,48.4
Hobart,2008-08,9.1,61.5,15.7,38.6
Hobart,2008-09,11.8,48.2,23.7,26.8
Hobart,2008-10,13.9,50.1,20.2,19.6
Hobart,2008-11,13.8,59.3,20.8,73.4
Hobart,2008-12,15.2,52.1,21.1,39.2
Hobart,2009-01,18.1,49.2,20.9,10.0
Hobart,2009-02,16.6,59.8,16.4,59.2
Hobart,2009-03,16.0,61.8,17.1,70.0
Hobart,2009-04,13.3,62.2,17.9,63.8
Hobart,2009-05,11.7,64.2,16.9,53.2
Hobart,2009-06,9.1,79.5,13.1,144.0
Hobart,2009-07,8.9,65.0,17.0,40.2
Hobart,2009-08,10.6,62.6,21.6,98.4
Hobart,2009-09,11.6,59.4,20.4,132.8
Hobart,2009-10,12.0,60.7,18.2,64.6
Hobart,2009-11,15.6,62.2,18.2,70.2
Hobart,2009-12,16.6,50.9,19.9,58.6
Hobart,2010-01,18.5,49.9,20.4,14.4
Hobart,2010-02,18.4,57.9,17.0,34.8
Hobart,2010-03,18.1,56.9,15.5,30.4
Hobart,2010-04,15.0,61.1,16.4,18.2
Hobart,2010-05,11.2,65.2,14.7,26.6
Hobart,2010-06,9.2,65.1,16.6,10.6
Hobart,2010-07,9.4,64.8,14.2,5.8
Hobart,2010-08,9.6,62.5,17.2,114.0
Hobart,2010-09,10.7,56.3,22.2,93.4
Hobart,2010-10,13.4,55.8,19.4,46.2
Hobart,2010-11,14.4,60.4,17.5,95.2
Hobart,2010-12,15.7,54.2,19.7,31.0
Hobart,2011-01,17.9,58.4,17.4,59.8
Hobart,2011-02,16.2,64.0,15.6,54.4
Hobart,2011-03,15.4,61.2,18.6,45.4
Hobart,2011-05,11.0,64.2,14.2,23.6
Hobart,2011-06,9.2,66.0,17.4,64.4
Hobart,2011-07,8.3,64.6,19.7,50.2
Hobart,2011-08,11.4,69.1,17.0,53.2
Hobart,2011-09,11.7,54.3,19.6,45.6
Hobart,2011-10,12.6,58.8,18.1,61.2
Hobart,2011-11,15.8,53.4,20.0,55.2
Hobart,2011-12,16.0,59.1,18.4,52.4
Hobart,2012-01,18.6,54.0,19.0,56.0
Hobart,2012-02,17.9,58.4,16.7,22.6
Hobart,2012-03,16.4,60.3,17.4,30.8
Hobart,2012-04,15.0,59.1,17.7,22.0
Hobart,2012-05,11.7,64.7,17.4,92.2
Hobart,2012-06,8.9,68.1,14.8,33.2
Hobart,2012-07,8.8,70.2,14.5,18.2
Hobart,2012-08,9.8,62.0,18.0,57.8
Hobart,2012-09,11.6,55.5,21.0,68.0
Hobart,2012-10,12.8,54.4,16.7,29.0
Hobart,2012-11,15.4,55.3,17.7,24.8
Hobart,2013-01,18.5,48.8,20.5,11.4
Hobart,2013-03,18.2,57.7,18.6,48.6
Hobart,2013-04,13.7,57.0,17.4,21.2
Hobart,2013-05,11.6,63.1,15.4,23.0
Hobart,2013-06,9.6,68.7,18.0,51.0
Hobart,2013-07,10.0,65.1,18.4,101.4
Hobart,2013-08,10.0,58.8,20.1,61.0
Hobart,2013-09,12.4,54.4,21.4,40.0
Hobart,2013-10,13.1,51.0,24.5,106.6
Hobart,2013-11,13.2,63.8,18.1,94.0
Hobart,2013-12,16.5,55.0,20.7,28.2
Hobart,2014-01,18.0,50.0,20.3,16.2
Hobart,2014-02,18.0,55.9,17.8,27.6
Hobart,2014-03,17.3,58.8,16.4,23.4
Hobart,2014-04,14.0,60.4,16.0,42.0
Hobart,2014-05,11.6,65.6,15.2,30.6
Hobart,2014-06,9.8,69.2,13.7,20.6
Hobart,2014-07,9.6,70.9,14.6,95.8
Hobart,2014-08,10.0,61.7,15.5,46.2
Hobart,2014-09,12.8,50.3,19.1,19.4
Hobart,2014-10,13.3,53.6,20.9,49.6
Hobart,2014-11,14.8,50.8,18.6,34.8
Hobart,2014-12,16.2,60.3,18.2,78.0
Hobart,2015-01,17.3,58.0,20.0,121.6
Hobart,2015-02,17.9,59.2,17.4,21.6
Hobart,2015-03,15.1,55.5,18.1,51.2
Hobart,2015-04,12.8,62.0,15.5,12.4
Hobart,2015-05,10.7,63.0,17.0,75.8
Hobart,2015-06,9.1,66.7,17.1,44.2
Hobart,2015-07,8.3,61.8,17.6,23.0
Hobart,2015-08,8.1,62.5,19.1,63.8
Hobart,2015-09,11.8,59.5,16.1,25.0
Hobart,2015-10,14.3,50.1,20.6,14.4
Hobart,2015-11,15.6,50.8,19.6,40.4
Hobart,2015-12,17.4,52.7,19.0,35.0
Hobart,2016-01,18.4,56.3,17.7,40.2
Hobart,2016-02,19.1,55.6,18.5,21.8
Hobart,2016-03,17.1,58.5,17.0,17.0
Hobart,2016-04,15.6,51.2,18.8,8.8
Hobart,2016-05,12.2,61.0,19.0,96.0
Hobart,2016-06,10.0,70.2,16.1,115.4
Hobart,2016-07,9.7,61.8,21.2,79.2
Hobart,2016-08,9.9,57.8,19.0,15.8
Hobart,2016-09,12.1,62.4,16.6,94.2
Hobart,2016-10,12.6,53.5,21.9,83.4
Hobart,2016-11,14.3,54.9,20.1,65.2
Hobart,2016-12,17.1,52.7,19.9,56.6
Hobart,2017-01,18.3,55.0,20.7,60.0
Hobart,2017-02,17.3,47.0,19.6,10.4
Hobart,2017-03,17.7,61.9,16.2,37.0
Hobart,2017-04,14.5,57.5,15.2,21.6
Hobart,2017-05,11.1,68.7,13.2,28.4
Hobart,2017-06,10.4,62.1,16.2,5.0
Melbourne,2008-07,10.5,64.7,24.4,44.4
Melbourne,2008-08,11.0,63.4,22.3,44.8
Melbourne,2008-09,14.6,46.3,26.4,12.0
Melbourne,2008-10,16.8,46.7,24.8,14.2
Melbourne,2008-11,17.8,53.1,23.5,54.2
Melbourne,2008-12,18.3,54.5,22.5,76.8
Melbourne,2009-01,22.2,46.7,22.8,0.8
Melbourne,2009-02,22.3,51.8,21.8,3.0
Melbourne,2009-03,19.4,58.6,19.9,47.6
Melbourne,2009-04,16.3,58.5,20.6,39.2
Melbourne,2009-05,13.8,67.1,16.5,10.6
Melbourne,2009-06,11.6,70.6,19.3,25.8
Melbourne,2009-07,11.7,62.7,25.3,39.6
Melbourne,2009-08,13.0,56.4,29.5,41.2
Melbourne,2009-09,14.3,52.1,28.8,71.2
Melbourne,2009-10,15.3,56.8,21.8,22.0
Melbourne,2009-11,21.5,51.0,20.6,103.6
Melbourne,2009-12,20.3,50.5,20.1,60.2
Melbourne,2010-01,21.7,51.9,21.9,25.6
Melbourne,2010-02,23.2,55.9,21.4,62.8
Melbourne,2010-03,21.2,54.5,19.6,84.8
Melbourne,2010-04,18.7,58.4,21.2,21.4
Melbourne,2010-05,14.0,66.7,17.5,25.0
Melbourne,2010-06,11.1,71.1,20.0,63.4
Melbourne,2010-07,10.9,69.7,17.3,30.8
Melbourne,2010-08,11.2,62.5,24.3,64.6
Melbourne,2010-09,12.8,59.9,22.3,53.0
Melbourne,2010-10,15.8,57.1,23.3,144.8
Melbourne,2010-11,18.3,57.6,21.4,115.2
Melbourne,2010-12,19.6,54.3,21.2,85.2
Melbourne,2011-01,21.7,61.4,19.7,89.4
Melbourne,2011-02,20.8,62.3,18.3,126.0
Melbourne,2011-03,19.2,60.0,19.3,30.4
Melbourne,2011-05,13.0,68.5,18.8,68.4
Melbourne,2011-06,11.8,66.6,21.2,32.6
Melbourne,2011-07,11.2,66.1,25.5,36.4
Melbourne,2011-08,13.2,61.3,19.0,19.4
Melbourne,2011-09,14.6,51.8,28.3,72.0
Melbourne,2011-10,16.1,59.1,21.5,63.2
Melbourne,2011-11,19.3,55.0,20.2,108.8
Melbourne,2011-12,20.0,50.7,21.9,80.2
Melbourne,2012-01,22.3,51.9,25.2,29.4
Melbourne,2012-02,21.8,57.9,21.1,59.8
Melbourne,2012-03,19.1,59.5,20.4,59.0
Melbourne,2012-04,17.0,60.3,19.2,50.6
Melbourne,2012-05,13.5,64.1,22.5,82.6
Melbourne,2012-06,11.2,70.1,20.7,70.6
Melbourne,2012-07,11.3,68.7,19.5,59.0
Melbourne,2012-08,11.6,60.4,27.0,52.8
Melbourne,2012-09,14.2,53.7,24.0,39.2
Melbourne,2012-10,15.8,51.8,22.2,29.8
Melbourne,2012-11,18.5,54.0,23.8,37.2
Melbourne,2013-01,21.7,50.2,22.3,7.6
Melbourne,2013-03,22.1,49.8,23.9,41.4
Melbourne,2013-04,16.8,60.2,18.8,28.0
Melbourne,2013-05,13.9,62.4,22.6,38.0
Melbourne,2013-06,11.4,71.7,16.4,99.8
Melbourne,2013-07,12.1,64.3,24.3,62.4
Melbourne,2013-08,12.9,57.4,29.0,58.6
Melbourne,2013-09,15.6,53.9,26.6,87.2
Melbourne,2013-10,15.5,54.2,25.9,51.4
Melbourne,2013-11,17.2,56.6,21.9,59.2
Melbourne,2013-12,19.5,53.3,21.0,41.0
Melbourne,2014-01,22.8,48.4,25.0,13.6
Melbourne,2014-02,22.6,53.4,21.6,25.6
Melbourne,2014-03,20.4,58.2,19.7,26.2
Melbourne,2014-04,17.2,63.4,21.6,76.8
Melbourne,2014-05,15.2,65.1,21.7,35.2
Melbourne,2014-06,12.8,71.8,22.1,53.4
Melbourne,2014-07,11.5,67.4,24.4,19.0
Melbourne,2014-08,12.1,63.3,16.5,37.2
Melbourne,2014-09,14.7,55.9,23.2,34.2
Melbourne,2014-10,17.0,51.6,22.5,52.2
Melbourne,2014-11,18.6,49.8,22.4,59.6
Melbourne,2014-12,20.1,55.0,18.9,39.8
Melbourne,2015-01,23.6,49.9,23.5,5.6
Melbourne,2016-05,15.0,61.7,13.8,57.0
Melbourne,2016-06,11.1,75.6,11.7,54.4
Melbourne,2016-07,11.4,71.1,13.5,64.2
Melbourne,2016-08,12.2,64.8,13.9,61.2
Melbourne,2016-09,13.4,67.6,12.9,87.2
Melbourne,2016-10,14.6,57.1,16.4,63.4
Melbourne,2016-11,16.2,61.7,12.8,31.4
Melbourne,2016-12,20.0,55.4,13.1,39.6
Melbourne,2017-01,21.4,57.1,11.9,31.6
Melbourne,2017-02,20.3,56.8,12.0,40.2
Melbourne,2017-03,21.6,62.8,11.0,26.4
Melbourne,2017-04,16.5,65.0,11.0,123.4
Melbourne,2017-05,13.2,70.7,10.0,25.0
Melbourne,2017-06,11.0,74.8,8.4,11.0
Perth,2008-07,12.6,71.9,10.8,179.4
Perth,2008-08,12.7,51.1,11.6,27.8
Perth,2008-09,15.0,58.3,14.2,75.8
Perth,2008-10,18.1,52.8,15.2,38.4
Perth,2008-11,18.0,54.0,14.4,57.8
Perth,2008-12,21.7,51.9,15.4,11.6
Perth,2009-01,25.6,47.5,14.5,0.2
Perth,2009-02,24.9,47.4,15.2,8.2
Perth,2009-03,22.1,49.0,12.5,6.8
Perth,2009-04,20.5,48.1,11.1,5.0
Perth,2009-05,17.0,48.0,9.9,46.0
Perth,2009-06,13.9,70.2,11.7,156.2
Perth,2009-07,12.5,67.9,10.7,149.6
Perth,2009-08,14.1,68.8,11.8,111.0
Perth,2009-09,14.2,61.0,15.5,80.2
Perth,2009-10,17.8,52.9,15.4,6.8
Perth,2009-11,20.2,46.7,14.9,38.2
Perth,2009-12,23.6,37.3,16.1,0.0
Perth,2010-01,26.2,38.4,16.1,0.0
Perth,2010-02,25.1,45.6,14.8,0.2
Perth,2010-03,24.1,46.5,13.9,40.4
Perth,2010-04,19.4,57.5,11.6,25.0
Perth,2010-05,15.3,57.6,9.9,88.6
Perth,2010-06,13.0,64.4,8.0,51.4
Perth,2010-07,12.1,66.9,9.7,142.0
Perth,2010-08,12.7,58.7,9.4,63.0
Perth,2010-09,15.0,47.8,12.4,43.6
Perth,2010-10,17.7,41.9,15.6,20.6
Perth,2010-11,22.5,38.0,15.3,11.6
Perth,2010-12,22.9,44.8,15.0,17.4
Perth,2011-01,26.0,44.6,15.1,30.2
Perth,2011-02,27.6,42.4,15.2,0.4
Perth,2011-03,25.2,41.9,14.0,0.0
Perth,2011-05,17.1,56.4,9.7,85.0
Perth,2011-06,14.8,65.6,11.2,171.4
Perth,2011-07,13.4,71.3,9.9,161.0
Perth,2011-08,14.6,60.5,12.4,115.2
Perth,2011-09,15.0,58.3,12.5,109.2
Perth,2011-10,18.7,53.0,13.2,64.2
Perth,2011-11,20.4,49.6,15.9,29.0
Perth,2011-12,24.4,47.2,14.6,75.8
Perth,2012-01,26.8,44.5,14.6,18.8
Perth,2012-02,25.1,49.0,13.8,23.6
Perth,2012-03,23.8,38.6,13.7,0.2
Perth,2012-04,20.3,53.7,10.6,69.2
Perth,2012-05,16.8,58.9,9.3,49.0
Perth,2012-06,14.9,68.7,10.8,140.8
Perth,2012-07,12.3,61.4,8.3,34.6
Perth,2012-08,14.4,65.0,10.4,87.2
Perth,2012-09,15.6,57.0,13.6,90.8
Perth,2012-10,18.8,49.9,14.3,15.6
Perth,2012-11,19.9,51.9,16.2,58.2
Perth,2013-01,25.5,47.8,15.7,7.2
Perth,2013-03,22.0,56.0,12.9,69.6
Perth,2013-04,22.6,57.2,9.9,21.0
Perth,2013-05,16.0,64.5,10.0,138.2
Perth,2013-06,13.9,66.0,8.2,44.0
Perth,2013-07,12.9,66.2,10.7,140.0
Perth,2013-08,15.6,68.5,11.9,167.4
Perth,2013-09,15.9,66.3,14.4,144.2
Perth,2013-10,18.0,56.7,13.3,38.0
Perth,2013-11,22.5,46.9,15.7,10.2
Perth,2013-12,23.6,42.3,14.8,1.8
Perth,2014-01,25.6,44.0,15.5,0.2
Perth,2014-02,25.9,40.4,14.2,0.0
Perth,2014-03,24.0,49.4,13.7,7.4
Perth,2014-04,20.3,52.8,10.9,24.6
Perth,2014-05,16.9,73.2,9.5,152.6
Perth,2014-06,13.6,66.7,9.1,93.6
Perth,2014-07,13.7,71.4,10.3,151.2
Perth,2014-08,16.0,62.1,10.9,107.0
Perth,2014-09,16.7,61.8,12.5,77.0
Perth,2014-10,18.5,54.7,13.4,37.0
Perth,2014-11,20.1,50.7,14.1,23.8
Perth,2014-12,22.3,44.9,15.7,0.0
Perth,2015-01,25.6,41.5,14.3,18.6
Perth,2015-02,25.8,50.2,12.8,23.4
Perth,2015-03,23.2,50.2,13.1,15.6
Perth,2015-04,19.5,54.0,11.8,54.0
Perth,2015-05,15.1,59.1,9.4,83.8
Perth,2015-06,15.3,65.0,10.0,100.4
Perth,2015-07,13.9,71.3,9.5,102.4
Perth,2015-08,14.2,65.1,10.5,113.0
Perth,2015-09,16.0,50.4,12.7,52.0
Perth,2015-10,20.2,51.7,12.1,20.6
Perth,2015-11,22.2,48.9,14.2,20.4
Perth,2015-12,22.8,44.8,15.5,13.6
Perth,2016-01,25.7,48.2,14.1,15.2
Perth,2016-02,25.0,40.6,14.0,0.6
Perth,2016-03,23.8,53.0,12.9,16.8
Perth,2016-04,20.1,63.2,11.0,68.2
Perth,2016-05,15.5,66.8,9.2,112.0
Perth,2016-06,13.7,69.7,9.0,109.4
Perth,2016-07,12.6,66.1,10.9,139.6
Perth,2016-08,12.8,65.8,11.8,123.2
Perth,2016-09,13.0,59.2,12.8,68.8
Perth,2016-10,16.2,54.3,15.1,37.4
Perth,2016-11,20.7,44.4,14.4,14.4
Perth,2016-12,22.1,45.1,15.6,10.2
Perth,2017-01,23.9,44.6,14.4,45.4
Perth,2017-02,23.9,54.0,13.2,137.2
Perth,2017-03,22.1,54.5,12.3,23.6
Perth,2017-04,20.0,51.2,10.2,0.0
Perth,2017-05,16.9,63.0,9.2,70.8
Perth,2017-06,15.2,60.4,8.3,88.0
Sydney,2008-02,21.6,70.1,16.2,258.4
Sydney,2008-03,21.2,67.2,15.4,63.4
Sydney,2008-04,17.7,66.6,16.2,146.6
Sydney,2008-05,16.0,64.5,14.8,3.0
Sydney,2008-06,15.3,70.0,16.7,127.2
Sydney,2008-07,12.8,59.7,15.9,89.6
Sydney,2008-08,12.7,54.6,18.6,44.2
Sydney,2008-09,16.8,56.8,17.2,99.2
Sydney,2008-10,18.8,64.4,16.5,66.6
Sydney,2008-11,20.2,60.6,17.6,73.2
Sydney,2008-12,22.0,62.5,18.3,54.2
Sydney,2009-01,23.7,60.6,16.4,24.8
Sydney,2009-02,22.7,70.6,15.2,127.6
Sydney,2009-03,22.2,65.6,14.2,60.6
Sydney,2009-04,19.2,65.3,17.5,152.6
Sydney,2009-05,16.6,65.2,18.0,125.8
Sydney,2009-06,14.1,68.7,13.4,129.8
Sydney,2009-07,13.8,58.7,16.5,53.0
Sydney,2009-08,15.6,48.6,16.3,6.0
Sydney,2009-09,18.3,48.1,18.5,16.0
Sydney,2009-10,17.7,60.5,17.6,180.0
Sydney,2009-11,22.4,62.6,17.4,13.2
Sydney,2009-12,22.2,66.0,17.8,66.8
Sydney,2010-01,24.1,65.5,15.4,36.0
Sydney,2010-02,24.3,68.8,16.5,239.4
Sydney,2010-03,22.5,66.8,16.0,51.4
Sydney,2010-04,20.2,62.6,15.7,30.0
Sydney,2010-05,16.4,66.9,16.0,168.4
Sydney,2010-06,13.7,65.8,16.8,147.2
Sydney,2010-07,13.1,69.2,15.4,114.4
Sydney,2010-08,13.9,51.4,19.1,27.0
Sydney,2010-09,16.6,56.2,16.1,42.2
Sydney,2010-10,18.4,66.2,18.8,85.0
Sydney,2010-11,20.2,68.9,18.2,129.6
Sydney,2010-12,22.4,65.1,18.0,83.2
Sydney,2011-01,24.1,67.0,17.5,53.8
Sydney,2011-02,24.8,66.6,17.0,18.0
Sydney,2011-03,22.6,68.5,18.0,191.6
Sydney,2011-05,15.1,64.2,19.4,135.6
Sydney,2011-06,14.2,61.9,19.8,93.8
Sydney,2011-07,13.0,60.2,19.0,282.2
Sydney,2011-08,15.2,63.7,16.0,52.2
Sydney,2011-09,17.1,52.9,18.5,71.6
Sydney,2011-10,18.3,63.6,16.7,37.4
Sydney,2011-11,21.5,66.4,16.4,148.4
Sydney,2011-12,19.9,64.0,17.4,78.4
Sydney,2012-01,22.8,63.6,19.2,138.8
Sydney,2012-02,22.5,70.6,17.4,111.0
Sydney,2012-03,21.2,69.3,17.2,269.8
Sydney,2012-04,19.5,65.8,17.4,148.2
Sydney,2012-05,16.1,59.3,17.5,37.2
Sydney,2012-06,13.7,69.8,15.2,244.2
Sydney,2012-07,13.3,61.9,18.4,56.2
Sydney,2012-08,14.6,42.2,19.1,19.0
Sydney,2012-09,17.2,48.2,20.0,23.8
Sydney,2012-10,18.5,53.7,17.2,29.4
Sydney,2012-11,20.5,63.1,16.8,52.0
Sydney,2013-01,24.1,63.3,16.8,137.8
Sydney,2013-03,22.7,62.0,18.3,65.6
Sydney,2013-04,19.4,64.6,15.7,199.8
Sydney,2013-05,16.6,61.6,17.6,110.2
Sydney,2013-06,14.4,71.8,16.6,316.4
Sydney,2013-07,14.6,61.4,15.5,32.6
Sydney,2013-08,15.8,46.0,18.3,14.8
Sydney,2013-09,19.1,48.6,17.7,35.8
Sydney,2013-10,20.4,44.2,19.2,42.2
Sydney,2013-11,20.2,61.5,15.7,192.8
Sydney,2013-12,22.5,56.6,18.2,31.0
Sydney,2014-01,23.3,57.4,17.7,17.4
Sydney,2014-02,23.1,64.6,17.4,58.2
Sydney,2014-03,22.8,66.6,14.2,102.6
Sydney,2014-04,19.9,65.4,15.5,121.0
Sydney,2014-05,18.1,58.6,16.1,27.4
Sydney,2014-06,15.3,60.6,17.7,68.0
Sydney,2014-07,13.9,54.0,18.5,16.4
Sydney,2014-08,14.0,66.7,18.7,215.2
Sydney,2014-09,17.1,55.5,17.9,50.4
Sydney,2014-10,19.9,54.6,18.3,86.6
Sydney,2014-11,21.8,56.9,18.7,16.0
Sydney,2014-12,22.5,64.4,18.3,118.0
Sydney,2015-01,24.0,66.7,17.0,165.8
Sydney,2015-02,23.7,68.9,16.4,59.0
Sydney,2015-03,22.6,63.1,17.6,65.2
Sydney,2015-04,19.0,71.0,19.3,366.8
Sydney,2015-05,16.6,62.5,17.6,109.8
Sydney,2015-06,14.3,68.7,13.9,110.6
Sydney,2015-07,12.7,60.8,17.3,47.0
Sydney,2015-08,14.5,52.8,16.8,71.8
Sydney,2015-09,16.3,56.5,19.2,80.0
Sydney,2015-10,20.9,57.0,16.0,43.0
Sydney,2015-11,21.9,61.4,17.3,122.6
Sydney,2015-12,22.2,59.8,17.4,96.6
Sydney,2016-01,23.5,65.4,15.0,249.8
Sydney,2016-02,24.4,59.5,17.4,25.8
Sydney,2016-03,23.2,65.6,16.1,193.2
Sydney,2016-04,20.8,65.9,15.0,155.0
Sydney,2016-05,18.1,52.7,15.4,7.2
Sydney,2016-06,15.0,59.1,18.0,305.0
Sydney,2016-07,14.2,58.4,18.0,104.6
Sydney,2016-08,14.5,58.6,17.4,151.4
Sydney,2016-09,17.2,54.9,18.7,70.0
Sydney,2016-10,19.1,44.2,21.0,31.4
Sydney,2016-11,21.7,51.0,18.9,27.2
Sydney,2016-12,24.1,56.0,17.7,65.0
Sydney,2017-01,25.6,57.8,17.0,48.4
Sydney,2017-02,24.8,60.2,17.1,205.2
Sydney,2017-03,22.8,71.4,19.2,326.6
Sydney,2017-04,19.2,59.7,16.7,82.6
Sydney,2017-05,16.9,60.6,16.3,30.0
Sydney,2017-06,14.5,69.1,16.9,173.0
Townsville,2008-12,28.8,65.4,19.5,178.8
Townsville,2009-01,27.2,77.4,18.8,653.8
Townsville,2009-02,27.2,79.1,17.6,960.8
Townsville,2009-03,27.2,61.0,18.8,18.8
Townsville,2009-04,25.9,62.8,15.9,51.4
Townsville,2009-05,22.6,57.7,17.3,6.4
Townsville,2009-06,20.6,53.7,14.6,0.4
Townsville,2009-07,19.6,51.3,17.1,0.2
Townsville,2009-08,21.1,57.0,17.6,0.0
Townsville,2009-09,24.1,49.9,20.7,3.8
Townsville,2009-10,25.5,45.8,24.1,1.2
Townsville,2009-11,26.4,56.2,24.5,24.0
Townsville,2009-12,28.5,58.9,22.5,268.6
Townsville,2010-01,27.8,72.9,20.9,543.2
Townsville,2010-02,27.9,74.1,16.1,401.4
Townsville,2010-03,27.2,67.1,19.6,218.6
Townsville,2010-04,25.8,68.8,18.0,35.4
Townsville,2010-05,23.4,56.4,16.9,0.2
Townsville,2010-06,21.0,57.2,16.9,22.6
Townsville,2010-07,22.6,63.4,18.6,1.8
Townsville,2010-08,21.7,58.5,18.0,54.2
Townsville,2010-09,25.6,68.4,21.3,84.4
Townsville,2010-10,25.2,62.7,24.2,51.6
Townsville,2010-11,25.7,71.7,20.1,187.0
Townsville,2010-12,27.7,75.9,18.2,406.0
Townsville,2011-01,27.8,69.1,17.5,178.6
Townsville,2011-02,27.4,73.1,21.7,334.0
Townsville,2011-03,26.8,78.4,16.5,655.0
Townsville,2011-05,21.2,51.4,18.0,23.4
Townsville,2011-06,18.8,54.3,17.6,15.8
Townsville,2011-07,18.8,56.6,16.2,1.0
Townsville,2011-08,20.2,53.2,20.1,0.0
Townsville,2011-09,21.7,52.3,22.3,0.0
Townsville,2011-10,25.7,56.9,23.4,15.8
Townsville,2011-11,27.1,59.4,26.0,18.4
Townsville,2011-12,27.9,64.7,21.5,180.2
Townsville,2012-01,27.9,67.8,17.5,266.2
Townsville,2012-02,28.1,69.7,16.5,248.6
Townsville,2012-03,26.8,72.2,18.0,556.2
Townsville,2012-04,25.2,60.0,17.0,16.6
Townsville,2012-05,22.3,57.6,19.5,69.6
Townsville,2012-06,19.4,61.2,14.4,28.0
Townsville,2012-07,19.6,59.8,16.5,105.6
Townsville,2012-08,19.8,58.7,16.0,1.4
Townsville,2012-09,23.0,56.3,20.6,0.0
Townsville,2012-10,24.1,51.0,24.1,0.2
Townsville,2012-11,26.9,56.5,23.8,7.8
Townsville,2013-01,29.0,62.3,22.8,286.0
Townsville,2013-03,27.1,63.7,19.4,104.6
Townsville,2013-04,25.5,65.6,16.4,48.8
Townsville,2013-05,23.1,61.8,19.0,29.0
Townsville,2013-06,20.8,54.6,16.0,1.2
Townsville,2013-07,21.3,56.4,21.9,4.0
Townsville,2013-08,20.7,57.4,16.1,0.2
Townsville,2013-09,23.8,54.6,21.0,0.6
Townsville,2013-10,26.0,55.7,23.4,8.8
Townsville,2013-11,26.9,63.4,21.5,139.0
Townsville,2013-12,28.0,53.6,23.7,9.4
Townsville,2014-01,29.1,58.9,24.4,77.4
Townsville,2014-02,27.2,71.1,21.2,376.8
Townsville,2014-03,26.6,66.6,20.3,174.2
Townsville,2014-04,26.0,67.6,19.8,214.2
Townsville,2014-05,23.3,60.4,18.6,10.2
Townsville,2014-06,21.0,61.7,17.7,56.2
Townsville,2014-07,18.8,53.0,15.9,5.8
Townsville,2014-08,20.6,54.5,20.3,49.6
Townsville,2014-09,22.6,56.0,19.3,5.4
Townsville,2014-10,24.5,52.2,22.0,2.4
Townsville,2014-11,27.2,57.4,23.2,22.6
