City,YearMonth,avg_temp,avg_humidity,avg_wind,monthly_rainfall
Townsville,2014-12,29.1,59.4,21.7,42.4
Townsville,2015-01,28.9,67.0,18.0,185.0
Townsville,2015-02,29.1,58.5,20.7,31.8
Townsville,2015-03,28.9,57.5,22.4,5.2
Townsville,2015-04,26.2,51.8,20.9,14.6
Townsville,2015-05,23.7,52.6,19.1,1.0
Townsville,2015-06,22.3,61.0,20.1,15.4
Townsville,2015-07,20.3,53.0,18.0,0.2
Townsville,2015-08,20.7,54.1,19.5,3.2
Townsville,2015-09,23.2,50.2,23.7,0.6
Townsville,2015-10,24.9,54.5,27.8,4.0
Townsville,2015-11,28.0,59.3,23.3,26.0
Townsville,2015-12,28.4,58.3,25.2,110.6
Townsville,2016-01,29.0,60.9,21.2,76.6
Townsville,2016-02,29.5,63.9,16.8,94.6
Townsville,2016-03,27.4,73.0,17.0,558.0
Townsville,2016-04,26.5,60.8,20.4,21.0
Townsville,2016-05,25.5,61.8,18.7,0.4
Townsville,2016-06,22.5,61.5,16.1,59.0
Townsville,2016-07,21.3,63.5,16.4,53.2
Townsville,2016-08,21.2,57.8,21.4,21.0
Townsville,2016-09,25.2,63.8,20.6,17.4
Townsville,2016-10,26.2,54.7,22.8,8.2
Townsville,2016-11,27.5,53.9,23.0,11.0
Townsville,2016-12,28.6,58.9,22.2,31.0
Townsville,2017-01,28.8,68.3,19.4,164.2
Townsville,2017-02,28.7,65.5,21.1,139.2
Townsville,2017-03,28.1,67.6,16.9,166.0
Townsville,2017-04,25.2,55.6,20.4,20.6
Townsville,2017-05,22.7,65.1,16.9,166.4
Townsville,2017-06,19.9,55.2,15.1,0.6
Woomera,2009-01,28.5,22.1,19.2,0.0
Woomera,2009-02,28.2,25.7,20.2,0.0
Woomera,2009-03,23.9,36.5,18.6,8.0
Woomera,2009-04,19.6,39.0,18.2,2.8
Woomera,2009-05,14.9,54.6,14.0,22.0
Woomera,2009-06,12.7,58.5,18.5,14.0
Woomera,2009-07,12.4,54.8,18.8,11.6
Woomera,2009-08,15.2,41.6,19.6,5.2
Woomera,2009-09,17.6,33.0,26.9,12.6
Woomera,2009-10,19.5,34.3,20.8,12.4
Woomera,2009-11,26.3,28.6,21.9,46.0
Woomera,2009-12,25.8,28.1,20.3,5.8
Woomera,2010-01,28.4,25.9,21.2,3.8
Woomera,2010-02,27.9,36.0,18.6,31.8
Woomera,2010-03,24.5,34.0,17.9,0.2
Woomera,2010-04,20.5,47.8,14.3,55.0
Woomera,2010-05,14.9,52.3,16.9,18.0
Woomera,2010-06,11.7,59.9,12.6,4.8
Woomera,2010-07,10.9,59.0,14.1,13.4
Woomera,2010-08,11.4,57.4,20.0,28.4
Woomera,2010-09,14.9,51.2,20.8,23.0
Woomera,2010-10,18.8,40.5,19.8,36.8
Woomera,2010-11,22.1,37.4,19.0,3.8
Woomera,2010-12,24.5,33.0,20.2,26.6
Woomera,2011-01,30.2,27.1,19.4,0.4
Woomera,2011-02,26.6,45.6,18.0,89.8
Woomera,2011-03,22.2,55.4,19.5,17.8
Woomera,2011-05,14.0,60.5,16.8,27.0
Woomera,2011-06,11.9,57.1,14.5,0.4
Woomera,2011-07,12.1,58.9,15.7,26.8
Woomera,2011-08,14.9,43.5,16.6,6.4
Woomera,2011-09,17.8,33.0,26.0,6.8
Woomera,2011-10,19.8,41.1,23.1,16.6
Woomera,2011-11,24.2,32.0,23.0,16.0
Woomera,2011-12,25.9,27.2,23.4,14.2
Woomera,2012-01,27.5,31.8,23.9,30.8
Woomera,2012-02,25.3,39.1,22.3,18.6
Woomera,2012-03,22.7,44.3,19.6,34.8
Woomera,2012-04,20.2,34.5,18.3,0.0
Woomera,2012-05,14.7,45.5,19.3,3.2
Woomera,2012-06,11.4,59.1,18.2,8.0
Woomera,2012-07,10.7,52.9,17.1,4.8
Woomera,2012-08,12.6,42.5,21.8,0.8
Woomera,2012-09,17.2,27.3,24.3,0.0
Woomera,2012-10,21.0,25.8,24.2,1.6
Woomera,2012-11,25.2,24.2,24.4,14.6
Woomera,2013-01,28.0,24.7,25.3,4.4
Woomera,2013-03,24.4,40.6,21.0,13.0
Woomera,2013-04,21.2,36.4,16.6,9.6
Woomera,2013-05,17.5,46.0,20.2,17.0
Woomera,2013-06,12.3,66.8,16.8,38.4
Woomera,2013-07,12.2,58.7,18.4,27.6
Woomera,2013-08,14.9,43.3,20.7,6.8
Woomera,2013-09,20.6,29.0,24.5,4.6
Woomera,2013-10,20.3,25.9,25.2,7.6
Woomera,2013-11,22.7,23.1,23.0,0.0
Woomera,2013-12,26.5,25.2,22.9,3.6
Woomera,2014-01,29.2,27.5,22.5,4.8
Woomera,2014-02,28.0,32.0,22.6,17.2
Woomera,2014-03,24.9,36.5,20.0,0.0
Woomera,2014-04,20.2,54.3,20.0,51.2
Woomera,2014-05,17.4,50.3,16.9,5.8
Woomera,2014-06,12.7,61.6,20.2,3.6
Woomera,2014-07,12.0,50.6,20.2,2.4
Woomera,2014-08,13.1,37.9,18.7,0.6
Woomera,2014-09,17.4,31.3,25.0,4.8
Woomera,2014-10,22.8,22.6,22.6,0.0
Woomera,2014-11,24.7,25.4,23.8,13.6
Woomera,2014-12,25.5,31.4,22.8,11.2
Woomera,2015-01,26.2,40.5,23.7,88.8
Woomera,2015-02,28.7,26.9,21.1,0.0
Woomera,2015-03,23.0,35.8,20.6,0.0
Woomera,2015-04,17.8,42.8,21.0,23.8
Woomera,2015-05,14.7,52.4,18.9,0.2
Woomera,2015-06,12.2,63.2,16.8,8.2
Woomera,2015-07,10.9,53.4,18.1,3.0
Woomera,2015-08,13.4,47.3,20.8,14.6
Woomera,2015-09,15.9,35.2,22.5,3.8
Woomera,2015-10,25.0,25.4,22.1,1.0
Woomera,2015-11,24.8,32.1,23.1,11.4
Woomera,2015-12,28.2,22.9,20.2,3.8
Woomera,2016-01,28.1,30.5,22.8,0.4
Woomera,2016-02,27.1,35.4,22.4,15.2
Woomera,2016-03,25.8,43.9,17.9,24.0
Woomera,2016-04,21.0,36.2,20.3,1.0
Woomera,2016-05,16.4,50.2,19.6,29.3
Woomera,2016-06,12.7,65.8,17.2,56.7
Woomera,2016-07,11.9,57.0,19.1,6.9
Woomera,2016-08,13.5,44.9,20.4,27.6
Woomera,2016-09,14.5,45.6,25.1,45.0
Woomera,2016-10,18.8,35.2,28.3,10.4
Woomera,2016-11,23.1,30.2,23.7,0.5
Woomera,2016-12,26.3,39.5,22.7,14.9
Woomera,2017-01,28.2,42.6,22.0,51.6
Woomera,2017-02,26.9,37.1,22.1,0.0
Woomera,2017-03,26.2,35.6,19.4,0.0
Woomera,2017-04,19.3,48.1,17.4,40.7
Woomera,2017-05,15.1,51.5,16.0,10.6
Woomera,2017-06,12.3,51.7,12.2,0.2
